Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes
R05692	GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)	C00006 + C00325 <=> C00005 + C00080 + C01222		Bm5169		Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism;Metabolic pathways;	True	-872.4216754722866	872.4216754722866	0		1.1.1.271	
R05794	CDP-diacylglycerol:choline O-phosphatidyltransferase	C00114 + C00269 --> C00055 + C00157				Glycerophospholipid metabolism;	False	0.0	1000.0	0			
R05803	ATP:1-phosphatidyl-1D-myo-inositol-5-phosphate 4-phosphotransferase	C00002 + C11557 --> C00008 + C00080 + C04637		Bm6682b		Inositol phosphate metabolism;Phosphatidylinositol signaling system;	False	0.0	767.9363246143809	0		2.7.1.149	
R05884_W		W00005 + W00080 + W11811 --> W00001 + W00006 + W00129		AAW70638			False	0.0	64.22078491368381	0		1.17.1.2	Present in Brugia with evidence not in OVOC
R05907		C00203 + C02189 --> C00015 + G00023		Bm11156;Bm6566;Bm7325a;Bm6600;Bm7136;Bm6592;Bm6978;Bm8305;Bm7538;Bm6482c		Metabolic pathways;Mucin type O-Glycan biosynthesis;	False	0.0	557.17763617047	0		2.4.1.41	
R05908		C00052 + G00023 --> C00015 + G00024		Bm2667		Metabolic pathways;Mucin type O-Glycan biosynthesis;	False	0.0	781.9215601941199	0		2.4.1.122	
R05928		C00167 + G00156 --> C00015 + G00157		Bm7663			False	0.0	1000.0	0		2.4.1.135	Present in Brugia with evidence not in OVOC
R05930		C00043 + G00157 --> C00015 + G00162		Bm4732c		Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Metabolic pathways;	False	0.0	840.9918403172846	0		2.4.1.223	
R05963		C00001 + G00094 <=> C01132 + G00093		Bm5792		Glycosphingolipid biosynthesis - globo series;	True	-357.6941810950869	357.6941810950869	0		3.2.1.52	
R05968		C00325 + G00097 <=> C00035 + G00099		Bm1704		Glycosphingolipid biosynthesis - globo series;Metabolic pathways;	True	-170.1791570527654	170.1791570527654	0		2.4.1.69	
R05969	UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase	C00043 + C00110 <=> C00105 + G00001		Bm6942		Metabolic pathways;N-Glycan biosynthesis;	True	-1000.0	1000.0	0		2.7.8.15	
R05970		C00043 + G00001 --> C00015 + G00002		Bm14052			False	0.0	496.3764192888552	0		2.4.1.141	Present in Brugia with evidence not in OVOC
R05976		C03021 + G00008 --> C00621 + G00009		Bm13940;Bm9516b		Metabolic pathways;N-Glycan biosynthesis;Various types of N-glycan biosynthesis;	False	0.0	805.1194591539992	0		2.4.99.18	
R05982		4.0 C00001 + G00011 --> 4.0 C00159 + G00012		Bm3042c;Bm5524		Metabolic pathways;N-Glycan biosynthesis;Various types of N-glycan biosynthesis;	False	0.0	582.2476748173906	0		3.2.1.113	
R06004		C00001 + G00109 --> C01132 + G00108		Bm5792		Glycosphingolipid biosynthesis - ganglio series;Metabolic pathways;	False	0.0	357.6941810950869	0		3.2.1.52	
R06010		C00001 + G00110 --> C00124 + G00109		Bm5835		Glycosphingolipid biosynthesis - ganglio series;Metabolic pathways;	False	0.0	478.9164303920726	0		3.2.1.23	
R06024		C00325 + G00050 --> C00035 + G00055		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;Metabolic pathways;	False	0.0	170.1791570527654	0		2.4.1.69	
R06031		C00325 + G00057 --> C00035 + G00058		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;Metabolic pathways;	False	0.0	170.1791570527654	0		2.4.1.69	
R06035		C00325 + G00067 --> C00035 + G00071		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;	False	0.0	170.1791570527654	0		2.4.1.69	
R06041		C00325 + G00073 --> C00035 + G00074		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;	False	0.0	170.1791570527654	0		2.4.1.69	
R06085		C00325 + G00078 --> C00035 + G04561		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;	False	0.0	170.1791570527654	0		2.4.1.69	
R06086		C00325 + G04561 --> C00035 + G00079		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;	False	0.0	170.1791570527654	0		2.4.1.69	
R06089		C00325 + G00078 --> C00035 + G10511		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;	False	0.0	170.1791570527654	0		2.4.1.69	
R06090		C00325 + G10511 --> C00035 + G00079		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;	False	0.0	170.1791570527654	0		2.4.1.69	
R06127	GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase	C00096 + G00005 --> C00035 + G10526		Bm1776b		Metabolic pathways;N-Glycan biosynthesis;Various types of N-glycan biosynthesis;	False	0.0	298.0707192202132	0		2.4.1.131	
R06128	GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase	C00096 + G10526 --> C00035 + G00006		Bm1776b		Metabolic pathways;N-Glycan biosynthesis;Various types of N-glycan biosynthesis;	False	0.0	298.0707192202132	0		2.4.1.131	
R06156		C00325 + G00037 --> C00035 + G00044		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;Metabolic pathways;	False	0.0	170.1791570527654	0		2.4.1.69	
R06170	Galactoside alpha-1,2-L-fucosyltransferase	C00325 + G00038 --> C00035 + G00039		Bm1704		Glycosphingolipid biosynthesis - lacto and neolacto series;	False	0.0	170.1791570527654	0		2.4.1.69	
R06172_W		W00043 + WG10551 --> W00015 + WG10550		AAW71145		Peptidoglycan biosynthesis; Metabolic pathways	False	0.0	65.37861526929441	0		2.4.1.227	Unique to Wolbachia
R06263	dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase	C01246 + G10598 --> C00110 + G10599		Bm2083		Metabolic pathways;N-Glycan biosynthesis;	False	0.0	1000.0	0		2.4.1.265	
R06264		C01246 + G10599 --> C00110 + G00008		Bm5986			False	0.0	1000.0	0		2.4.1.256	Present in Brugia with evidence not in OVOC
R06411	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase	C00001 + C11946 --> C11947		Bm2467;Bm5593		Limonene and pinene degradation;	False	0.0	674.9034724864416	0		4.2.1.17	
R06412	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase	C00001 + C11945 --> C11947		Bm2467;Bm5593		Limonene and pinene degradation;	False	0.0	674.9034724864416	0		4.2.1.17	
R06447_W	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 8 isopentenyl units)	8.0 W00129 + W00448 --> 8.0 W00013 + W04574		AAW71392		Terpenoid backbone biosynthesis; Biosynthesis of secondary metabolites	False	0.0	31.66505050581723	0		2.5.1.31	Unique to Wolbachia
R06516	sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming)	C06124 --> C00346 + C06123		Bm11004		Metabolic pathways;Sphingolipid metabolism;	False	0.0	514.3364923798965	0		4.1.2.27	
R06517	acyl-CoA:sphingosine N-acyltransferase	C00040 + C00836 <=> C00010 + C00080 + C12126		Bm4772		Metabolic pathways;Sphingolipid metabolism;	True	-388.8443571884566	388.8443571884566	0		2.3.1.24	
R06519		C00005 + C00007 + C00080 + C12126 --> 2.0 C00001 + C00006 + C00195				Metabolic pathways;Sphingolipid metabolism;	False	0.0	1000.0	0			
R06527	acyl-CoA: phytosphingosine N-acyltransferase	C12144 + C12146 --> C00010 + C12145		Bm4772		Metabolic pathways;Sphingolipid metabolism;	False	0.0	388.8443571884566	0		2.3.1.24	
R06590	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase;  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase	C00117 + C12214 --> C05382 + C12215		Bm13736		Biosynthesis of ansamycins;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;	False	0.0	624.4953822356349	0		2.2.1.1	
R06590_W	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase;  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase	W00117 + W12214 --> W05382 + W12215		AAW71252		Biosynthesis of ansamycins;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;	False	0.0	92.04631696987295	0		2.2.1.1	
R06613_W	5,10-methylenetetrahydrofolate,NADPH:dUMP C-methyltransferase	W00005 + W00080 + W00143 + W00365 <=> W00006 + W00101 + W00364		AAW71329		Metabolic pathways;One carbon pool by folate;Pyrimidine metabolism;	True	-41.54779516358464	41.54779516358464	0		2.1.1.148	Unique to Wolbachia
R06722	alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase	C00001 + G00011 --> C00159 + G10694		Bm3042c;Bm5524		Metabolic pathways;Various types of N-glycan biosynthesis;	False	0.0	582.2476748173906	0		3.2.1.113	
R06859_W		W00019 + W13309 --> W00021 + W02059		AAW70793			False	0.0	33.93266402814262	0		2.1.1.163	Present in Brugia with evidence not in OVOC
R06917	1-hydroxymethylnaphthalene:NAD+ oxidoreductase	C00003 + C14089 --> C00004 + C00080 + C14090		Bm4673;Bm4674;Bm4675		Degradation of aromatic compounds;Microbial metabolism in diverse environments;Naphthalene degradation;	False	0.0	1000.0	0		1.1.1.1	
R06927	(2-naphthyl)methanol:NAD+ oxidoreductase	C00003 + C02909 --> C00004 + C00080 + C14099		Bm4673;Bm4674;Bm4675		Degradation of aromatic compounds;Microbial metabolism in diverse environments;Naphthalene degradation;	False	0.0	1000.0	0		1.1.1.1	
R06942	(3S)-3-hydroxyacyl-CoA hydro-lyase	C00001 + C14144 --> C14145		Bm2467;Bm5593		Caprolactam degradation;Metabolic pathways;Microbial metabolism in diverse environments;Phenylalanine metabolism;	False	0.0	674.9034724864416	0		4.2.1.17	
R06975	formate:5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide ligase (ADP-forming);  5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase	C00002 + C00058 + C04677 --> C00008 + C00009 + C04734				Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	False	0.0	1000.0	0			
R06983	S-(hydroxymethyl)glutathione dehydrogenase	C00003 + C14180 <=> C00004 + C00080 + C01031		Bm4673;Bm4674;Bm4675		Carbon metabolism;Methane metabolism;Microbial metabolism in diverse environments;	True	-1000.0	1000.0	0		1.1.1.284	
R06985_M	trans-Hex-2-enoyl-CoA reductase	M00005 + M00080 + M05271 --> M00006 + M05270		Bm13654		Fatty acid elongation;Fatty acid metabolism;Metabolic pathways;	False	0.0	709.3734224992706	0		1.3.1.38	
R07034		2.0 C00051 + C05356 --> C00001 + C00127 + C04805		Bm2151			False	0.0	393.4657023012822	0		1.11.1.9	Present in Brugia with evidence not in OVOC
R07035		2.0 C00051 + C05966 --> C00001 + C00127 + C04742		Bm2151			False	0.0	393.4657023012822	0		1.11.1.9	Present in Brugia with evidence not in OVOC
R07042		C05966 --> C14781		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07043		C05966 --> C14813		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07044		C00001 + C14781 --> C14782		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07045		C00001 + C14813 --> C14814		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07046		C00005 + C00007 + C00080 + C00219 --> C00001 + C00006 + C14749		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07048		C00005 + C00007 + C00080 + C00219 --> C00001 + C00006 + C14771		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07050		C00005 + C00007 + C00080 + C00219 --> C00001 + C00006 + C14770		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07051		C00005 + C00007 + C00080 + C00219 --> C00001 + C00006 + C14769		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07052		C00005 + C00007 + C00080 + C00219 --> C00001 + C00006 + C14768		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07054		C00005 + C00007 + C00080 + C00219 --> C00001 + C00006 + C14778		Bm1751;Bm2557;Bm7159		Arachidonic acid metabolism;	False	0.0	149.8507287736312	0		1.14.14.1	
R07055		C00005 + C00007 + C00080 + C01595 <=> C00001 + C00006 + C14825		Bm1751;Bm2557;Bm7159		Linoleic acid metabolism;Metabolic pathways;	True	-149.8507287736312	149.8507287736312	0		1.14.14.1	
R07056		C00005 + C00007 + C00080 + C01595 --> C00001 + C00006 + C14826		Bm1751;Bm2557;Bm7159		Linoleic acid metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07136_M	(2R)-3-sulfolactate:NAD+ oxidoreductase	M00003 + M11537 <=> M00004 + M00080 + M05528		Bm13855;Bm4147		Cysteine and methionine metabolism;Methane metabolism;Microbial metabolism in diverse environments;	True	-124.5399461232874	124.5399461232874	0		1.1.1.37	
R07136_W	(2R)-3-sulfolactate:NAD+ oxidoreductase	W00003 + W11537 <=> W00004 + W00080 + W05528		AAW70833		Cysteine and methionine metabolism;Methane metabolism;Microbial metabolism in diverse environments;	True	-25.58100230960364	25.58100230960364	0		1.1.1.37	
R07162	acyl-CoA:NADP+ trans-2-oxidoreductase	C00006 + C00040 <-- C00005 + C00080 + C00658		Bm13654		Fatty acid elongation;	False	-709.3734224992706	0.0	0		1.3.1.38	
R07168	5-methyltetrahydrofolate:NAD+ oxidoreductase	C00003 + C00440 <=> C00004 + C00080 + C00143		Bm1999		Carbon fixation pathways in prokaryotes;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;One carbon pool by folate;	True	-644.0271301937825	644.0271301937825	0		1.5.1.20	
R07219_W		W00001 + W00006 + W00235 <-- W00005 + W00080 + W11811		AAW70638			False	-64.22078491368381	0.0	0		1.17.1.2	Present in Brugia with evidence not in OVOC
R07235_W	S-adenosyl-L-methionine:2-nonaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase	W00019 + W03226 --> W00021 + W01967		AAW70786		Ubiquinone and other terpenoid-quinone biosynthesis;	False	0.0	100.0	0		2.1.1.64	Unique to Wolbachia
R07280		C00001 + C04454 --> C00009 + C04732				Riboflavin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites	False	0.0	1000.0	0			
R07280_W		W00001 + W04454 --> W00009 + W04732				Metabolic pathways;Riboflavin metabolism;	False	0.0	100.0	0			
R07281_W	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)	W00199 --> W00058 + W15556		AAW70901		Riboflavin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites	False	0.0	25.04055013353832	0		4.1.99.12	Unique to Wolbachia
R07316		C01563 --> C00011 + C00014		Bm10909		Nitrogen metabolism;	False	0.0	125.7877274693523	0		4.2.1.104	
R07324	1D-myo-inositol-3-phosphate lyase (isomerizing)	C00092 --> C04006				Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Inositol phosphate metabolism;Metabolic pathways;Streptomycin biosynthesis;	False	0.0	1000.0	0			
R07385		C00001 + C04756 <=> C00080 + C00189 + C15647		Bm12001;Bm6716b;Bm3244c;Bm1958;Bm12216;Bm5575		Ether lipid metabolism;	True	-548.6039156465281	548.6039156465281	0		3.1.4.4	
R07385_W		W00001 + W04756 <=> W00080 + W00189 + W15647		AAW70967		Ether lipid metabolism;	True	-100.0	100.0	0		3.1.4.4	
R07405_W	5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase	W15667 <=> W04751		AAW70985		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	True	-84.32294671735238	84.32294671735238	0		5.4.99.18	Unique to Wolbachia
R07429	5alpha-campestan-3-one:NADP+ delta4-oxidoreductase	C00005 + C00080 + C15785 --> C00006 + C15786		Bm3454		Biosynthesis of secondary metabolites;Brassinosteroid biosynthesis;Metabolic pathways;	False	0.0	183.2484182508721	0		1.3.1.22	
R07447	22alpha-hydroxy-5alpha-campestan-3-one:NADP+ delta4-oxidoreductase	C00005 + C00080 + C15796 --> C00006 + C15797		Bm3454		Biosynthesis of secondary metabolites;Brassinosteroid biosynthesis;	False	0.0	183.2484182508721	0		1.3.1.22	
R07460	L-cysteine:[ThiI] sulfurtransferase	C00097 + C15811 --> C00041 + C15812		Bm13868b;Bm3359		Metabolic pathways;Thiamine metabolism;	False	0.0	1000.0	0		2.8.1.7	
R07460_W	L-cysteine:[ThiI] sulfurtransferase	W00097 + W15811 --> W00041 + W15812		AAW70620;AAW70613		Metabolic pathways;Thiamine metabolism;	False	0.0	40.0205271159585	0		2.8.1.7	
R07599_M		M00068 + M00141 --> M00011 + M15976		Bm3652a;Bm6476		Metabolic pathways;Valine, leucine and isoleucine degradation;	False	0.0	338.79809294903	0		1.2.4.4	
R07600_M		M15972 + M15976 --> M00068 + M15977		Bm3652a;Bm6476		Metabolic pathways;Valine, leucine and isoleucine degradation;	False	0.0	338.79809294903	0		1.2.4.4	
R07601_M		M00068 + M00233 --> M00011 + M15974		Bm3652a;Bm6476		Metabolic pathways;Valine, leucine and isoleucine degradation;	False	0.0	338.79809294903	0		1.2.4.4	
R07602_M		M15972 + M15974 --> M00068 + M15975		Bm3652a;Bm6476		Metabolic pathways;Valine, leucine and isoleucine degradation;	False	0.0	338.79809294903	0		1.2.4.4	
R07603_M		M00068 + M00671 --> M00011 + M15978		Bm3652a;Bm6476		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Valine, leucine and isoleucine degradation;	False	0.0	338.79809294903	0		1.2.4.4	
R07604_M		M15972 + M15978 --> M00068 + M15979		Bm3652a;Bm6476		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Valine, leucine and isoleucine degradation;	False	0.0	338.79809294903	0		1.2.4.4	
R07618_M	enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase	M00003 + M15973 <=> M00004 + M00080 + M15972		Bm13832		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Citrate cycle (TCA cycle);Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism;Valine, leucine and isoleucine degradation;	True	-732.9311155053019	732.9311155053019	0		1.8.1.4	
R07618_W	enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase	W00003 + W15973 <=> W00004 + W00080 + W15972		AAW71149;AAW71147		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Citrate cycle (TCA cycle);Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism;Valine, leucine and isoleucine degradation;	True	-72.55375331068727	72.55375331068727	0		1.8.1.4	
R07758		C00080 + C00083 + C00154 --> C00010 + C00011 + C16216		Bm3039		Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;	False	0.0	499.3095655881189	0		2.3.1.199	
R07759		C00005 + C00080 + C16216 <=> C00006 + C16217					True	-1000.0	1000.0	0			
R07760		C16217 <=> C00001 + C16218		Bm5803		Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;	True	-744.5059274790035	744.5059274790035	0		4.2.1.134	
R07761	octadecanoyl-CoA:NADP+ trans-2-oxidoreductase	C00005 + C00080 + C16218 --> C00006 + C00412		Bm2223c;Bm13654		Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;	False	0.0	804.374660550433	0		1.3.1.38/1.3.1.93	
R07762		C01209 + C05764 --> C00011 + C00229 + C16219		Bm3039		Biosynthesis of unsaturated fatty acids;Fatty acid biosynthesis;Fatty acid metabolism;	False	0.0	499.3095655881189	0		2.3.1.179/2.3.1.199	Unique to Wolbachia
R07762_W		W01209 + W05764 --> W00011 + W00229 + W16219		AAW71327		Biosynthesis of unsaturated fatty acids;Fatty acid biosynthesis;Fatty acid metabolism;	False	0.0	55.92234780161187	0		2.3.1.179/2.3.1.199	Unique to Wolbachia
R07763_W		W00005 + W00080 + W16219 <=> W00006 + W16220		AAW70899		Biosynthesis of unsaturated fatty acids;Fatty acid biosynthesis;Fatty acid metabolism;	True	-80.62211417606433	80.62211417606433	0		1.1.1.100	Unique to Wolbachia
R07764		C16220 <=> C00001 + C16221				Biosynthesis of unsaturated fatty acids;Fatty acid biosynthesis;Fatty acid metabolism;	True	-1000.0	1000.0	0			
R07765_W	octadecanoyl-[acp]:NAD+ trans-2-oxidoreductase	W00004 + W00080 + W16221 <=> W00003 + W04088		AAW71058		Biosynthesis of unsaturated fatty acids;Fatty acid biosynthesis;Fatty acid metabolism;	True	-47.90337789117534	47.90337789117534	0		1.3.1.9	Unique to Wolbachia
R07766	octanoyl-[acp]:protein N6-octanoyltransferase	C05752 + C16240 --> C00229 + C16236		Bm10007a		Lipoic acid metabolism;Metabolic pathways;	False	0.0	1000.0	0		2.3.1.181	
R07766_W	octanoyl-[acp]:protein N6-octanoyltransferase	W05752 + W16240 --> W00229 + W16236		AAW70824		Lipoic acid metabolism;Metabolic pathways;	False	0.0	22.43402102418672	0		2.3.1.181	
R07767	protein N6-(octanoyl)lysine:sulfur sulfurtransferase	2.0 C00019 + C16236 + 2.0 C17023 --> 2.0 C00073 + 2.0 C05198 + C16237		Bm5051		Lipoic acid metabolism;Metabolic pathways;	False	0.0	755.5818747287718	0		2.8.1.8	
R07767_W	protein N6-(octanoyl)lysine:sulfur sulfurtransferase	2.0 W00019 + W16236 + 2.0 W17023 --> 2.0 W00073 + 2.0 W05198 + W16237		AAW70892		Lipoic acid metabolism;Metabolic pathways;	False	0.0	48.46800258564964	0		2.8.1.8	
R07768	octanoyl-[acp]:sulfur sulfurtransferase	2.0 C00019 + C05752 + 2.0 C17023 --> 2.0 C00073 + 2.0 C05198 + C16239		Bm5051		Lipoic acid metabolism;Metabolic pathways;	False	0.0	755.5818747287718	0		2.8.1.8	
R07768_W	octanoyl-[acp]:sulfur sulfurtransferase	2.0 W00019 + W05752 + 2.0 W17023 --> 2.0 W00073 + 2.0 W05198 + W16239		AAW70892		Lipoic acid metabolism;Metabolic pathways;	False	0.0	48.46800258564964	0		2.8.1.8	
R07769	lipoyl-[acp]:protein N6-lipoyltransferase	C16239 + C16240 --> C00229 + C16237		Bm10007a		Lipoic acid metabolism;Metabolic pathways;	False	0.0	1000.0	0		2.3.1.181	
R07769_W	lipoyl-[acp]:protein N6-lipoyltransferase	W16239 + W16240 --> W00229 + W16237		AAW70824		Lipoic acid metabolism;Metabolic pathways;	False	0.0	22.43402102418672	0		2.3.1.181	
R07807		C00001 + G13032 --> C00124 + G06780		Bm5835		Glycosaminoglycan degradation;Metabolic pathways;	False	0.0	478.9164303920726	0		3.2.1.23	
R07809		C00001 + G13033 --> C01132 + G08421		Bm5792		Glycosaminoglycan degradation;Metabolic pathways;	False	0.0	357.6941810950869	0		3.2.1.52	
R07810		C00001 + G06780 --> C01132 + G08421		Bm5792		Glycosaminoglycan degradation;Metabolic pathways;	False	0.0	357.6941810950869	0		3.2.1.52	
R07824		C00001 + G13043 --> C01074 + G00872		Bm5921		Glycosaminoglycan degradation;Metabolic pathways;	False	0.0	3.748339178415586	0		3.2.1.35	
R07825		C00001 + G12336 --> C16265 + G00872		Bm5921		Glycosaminoglycan degradation;Metabolic pathways;	False	0.0	3.748339178415586	0		3.2.1.35	
R07888_M		M00016 + M16327 --> M01352 + M16328		Bm4556;Bm4601		Metabolic pathways;alpha-Linolenic acid metabolism;	False	0.0	289.4775311231193	0		1.3.3.6	
R07889		C16329 --> C00001 + C16328		Bm2467;Bm5593		Metabolic pathways;alpha-Linolenic acid metabolism;	False	0.0	674.9034724864416	0		4.2.1.17	
R07891		C00024 + C16331 <-- C00010 + C16330		Bm1745		Metabolic pathways;alpha-Linolenic acid metabolism;	False	-1000.0	0.0	0		2.3.1.16	
R07892_M		M00016 + M16331 --> M01352 + M16332		Bm4556;Bm4601		Metabolic pathways;alpha-Linolenic acid metabolism;	False	0.0	289.4775311231193	0		1.3.3.6	
R07893		C16333 --> C00001 + C16332		Bm2467;Bm5593		Metabolic pathways;alpha-Linolenic acid metabolism;	False	0.0	674.9034724864416	0		4.2.1.17	
R07895		C00024 + C16335 <-- C00010 + C16334		Bm1745		Metabolic pathways;alpha-Linolenic acid metabolism;	False	-1000.0	0.0	0		2.3.1.16	
R07896_M		M00016 + M16335 --> M01352 + M16336		Bm4556;Bm4601		Metabolic pathways;alpha-Linolenic acid metabolism;	False	0.0	289.4775311231193	0		1.3.3.6	
R07897		C16337 --> C00001 + C16336		Bm2467;Bm5593		Metabolic pathways;alpha-Linolenic acid metabolism;	False	0.0	674.9034724864416	0		4.2.1.17	
R07899		C00024 + C16339 <-- C00010 + C16338		Bm1745		Metabolic pathways;alpha-Linolenic acid metabolism;	False	-1000.0	0.0	0		2.3.1.16	
R07934_M		M00016 + M16168 --> M01352 + M16374		Bm4556;Bm4601		Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;	False	0.0	289.4775311231193	0		1.3.3.6	
R07937		C00024 + C16169 <-- C00010 + C16376		Bm1745		Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;	False	-1000.0	0.0	0		2.3.1.16	
R07939	caffeine:oxygen oxidoreductase (N3-demethylating)	C00005 + C00007 + C00080 + C07481 --> C00001 + C00006 + C00067 + C13747		Bm1751;Bm2557;Bm7159		Biosynthesis of secondary metabolites;Caffeine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;	False	0.0	149.8507287736312	0		1.14.14.1	
R07943		C13747 --> C16358		Bm1751;Bm2557;Bm7159		Caffeine metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07945		C13747 --> C16356		Bm1751;Bm2557;Bm7159		Caffeine metabolism;Metabolic pathways;	False	0.0	149.8507287736312	0		1.14.14.1	
R07950_M		M00016 + M16172 --> M01352 + M16387		Bm4556;Bm4601		Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;	False	0.0	289.4775311231193	0		1.3.3.6	
R07953		C00024 + C16173 <-- C00010 + C16389		Bm1745		Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;	False	-1000.0	0.0	0		2.3.1.16	
R08091	7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase	C00010 + C16466 --> C00024 + C16470		Bm1745		Biosynthesis of secondary metabolites;Geraniol degradation;	False	0.0	1000.0	0		2.3.1.16	
R08093	3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase	C00001 + C16468 --> C16469		Bm2467;Bm5593		Biosynthesis of secondary metabolites;Geraniol degradation;	False	0.0	674.9034724864416	0		4.2.1.17	
